"","Well Protected","Moderately Protected","Poorly Protected","Not Protected","realm"
"1",4894.156096,452717.823,2830.32,14796.3439,"Subantarctic"
"2",5224.11605364981,15824.0059004757,38464.7306346175,19636.6373948694,"Coastal"
"3",1.26392381302028,1175.77679175787,630.984258952665,186.476053243804,"Estuarine"
"4",27425.5116220478,63220.2141625951,941019.505915793,882687.189290985,"Marine"
"5",1408.47880127414,1883.91288109403,20594.8402650252,6019.58840564868,"Wetland"
"6",5330.94525225908,10793.3133621577,101392.342087029,62007.1376432572,"River"
"7",111590.6772,167521.3052,468453.248,233379.7856,"Terrestrial"
